Input Size,Average Time
408,0.007884025573730469
409,0.0076029300689697266
410,0.0077648162841796875
411,0.007432222366333008
412,0.0074460506439208984
413,0.00739288330078125
414,0.007451057434082031
415,0.007697105407714844
416,0.007456064224243164
417,0.008069038391113281
418,0.007632017135620117
419,0.007879257202148438
420,0.007607936859130859
421,0.007604122161865234
422,0.007836103439331055
423,0.008207082748413086
424,0.008143186569213867
425,0.0077288150787353516
426,0.007847309112548828
427,0.008018970489501953
428,0.008350133895874023
429,0.008741140365600586
430,0.008408784866333008
431,0.008124828338623047
432,0.008928060531616211
433,0.008085966110229492
434,0.008621931076049805
435,0.008339881896972656
436,0.008571863174438477
437,0.00868988037109375
438,0.008391857147216797
439,0.00877690315246582
440,0.008569002151489258
441,0.008527278900146484
442,0.008540153503417969
443,0.00874185562133789
444,0.008697986602783203
445,0.008971929550170898
446,0.008400917053222656
447,0.008420228958129883
448,0.008789300918579102
449,0.008930206298828125
450,0.008832931518554688
451,0.00900721549987793
452,0.009673118591308594
453,0.009155988693237305
454,0.00925898551940918
455,0.009652853012084961
456,0.009263038635253906
457,0.009360074996948242
458,0.00925588607788086
459,0.00930166244506836
460,0.00900888442993164
461,0.00909423828125
462,0.009050846099853516
463,0.008795022964477539
464,0.009592771530151367
465,0.009625911712646484
466,0.009284019470214844
467,0.00999903678894043
468,0.009914159774780273
469,0.01002812385559082
470,0.00973200798034668
471,0.009652137756347656
472,0.010038137435913086
473,0.010058164596557617
474,0.010260820388793945
475,0.010252237319946289
476,0.009487152099609375
477,0.009714841842651367
478,0.009800910949707031
479,0.01001286506652832
480,0.010605096817016602
481,0.010285139083862305
482,0.010001897811889648
483,0.010322093963623047
484,0.010458946228027344
485,0.010493993759155273
486,0.009936809539794922
487,0.011048316955566406
488,0.010750770568847656
489,0.010449886322021484
490,0.01052713394165039
491,0.010680913925170898
492,0.011132001876831055
493,0.011096000671386719
494,0.011062860488891602
495,0.01045989990234375
496,0.010908365249633789
497,0.011204957962036133
498,0.011632919311523438
499,0.010666131973266602
500,0.011155843734741211
501,0.011832714080810547
502,0.011208057403564453
503,0.011484146118164062
504,0.011277914047241211
505,0.010893106460571289
506,0.011654138565063477
507,0.011168718338012695
508,0.01174306869506836
509,0.011426687240600586
510,0.011632919311523438
511,0.012009859085083008
512,0.011619091033935547
513,0.012131690979003906
514,0.011683940887451172
515,0.012362003326416016
516,0.011866092681884766
517,0.012275934219360352
518,0.011610984802246094
519,0.012078046798706055
520,0.012211084365844727
521,0.012671947479248047
522,0.012192964553833008
523,0.012707233428955078
524,0.012253999710083008
525,0.012476921081542969
526,0.012006044387817383
527,0.011368036270141602
528,0.01278996467590332
529,0.013752937316894531
530,0.012290000915527344
531,0.011911869049072266
532,0.012991189956665039
533,0.012943029403686523
534,0.012694835662841797
535,0.01340794563293457
536,0.012420177459716797
537,0.011921167373657227
538,0.012794256210327148
539,0.012998819351196289
540,0.013093233108520508
541,0.01372218132019043
542,0.012964010238647461
543,0.01318812370300293
544,0.012747764587402344
545,0.012806177139282227
546,0.013639211654663086
547,0.013312101364135742
548,0.013768911361694336
549,0.013350963592529297
550,0.014113903045654297
551,0.013332128524780273
552,0.013669967651367188
553,0.013290882110595703
554,0.01397085189819336
555,0.014141082763671875
556,0.013993024826049805
557,0.013834953308105469
558,0.014300107955932617
559,0.014198064804077148
560,0.015228033065795898
561,0.014568328857421875
562,0.015114068984985352
563,0.014136791229248047
564,0.015199899673461914
565,0.014548063278198242
566,0.01495814323425293
567,0.014401912689208984
568,0.015026092529296875
569,0.014607906341552734
570,0.014584779739379883
571,0.015003681182861328
572,0.014534950256347656
573,0.01456308364868164
574,0.014578104019165039
575,0.014020919799804688
576,0.015146970748901367
577,0.015245914459228516
578,0.01594400405883789
579,0.015733003616333008
580,0.015408754348754883
581,0.015351057052612305
582,0.015403985977172852
583,0.015275001525878906
584,0.014935731887817383
585,0.015781164169311523
586,0.01590704917907715
587,0.015526056289672852
588,0.015945911407470703
589,0.016019344329833984
590,0.016247987747192383
591,0.016242027282714844
592,0.016259193420410156
593,0.015764951705932617
594,0.016907930374145508
595,0.01641988754272461
596,0.01636505126953125
597,0.0163271427154541
598,0.016768932342529297
599,0.016793251037597656
600,0.016338825225830078
601,0.016597986221313477
602,0.016594886779785156
603,0.017261981964111328
604,0.016705989837646484
605,0.017024993896484375
606,0.017166852951049805
607,0.017215967178344727
608,0.01706218719482422
609,0.017498016357421875
610,0.017189741134643555
611,0.016858816146850586
612,0.01754903793334961
613,0.01726698875427246
614,0.01777791976928711
615,0.017562150955200195
616,0.017267942428588867
617,0.017961978912353516
618,0.017987728118896484
619,0.01774001121520996
620,0.0179593563079834
621,0.018761873245239258
622,0.0175931453704834
623,0.017493009567260742
624,0.0177609920501709
625,0.018114089965820312
626,0.01863694190979004
627,0.0174562931060791
628,0.017886877059936523
629,0.018418312072753906
630,0.018971920013427734
631,0.018965959548950195
632,0.01786494255065918
633,0.017776966094970703
634,0.018702983856201172
635,0.018193960189819336
636,0.019959688186645508
637,0.01799607276916504
638,0.018500089645385742
639,0.018849849700927734
640,0.018517017364501953
641,0.01969623565673828
642,0.020486116409301758
643,0.019315004348754883
644,0.01943516731262207
645,0.018674850463867188
646,0.018750905990600586
647,0.019339799880981445
648,0.01909017562866211
649,0.019980907440185547
650,0.019568204879760742
651,0.019798755645751953
652,0.01998591423034668
653,0.019396066665649414
654,0.020450115203857422
655,0.019952058792114258
656,0.019629240036010742
657,0.020977258682250977
658,0.019452810287475586
659,0.020158052444458008
660,0.020776987075805664
661,0.020313262939453125
662,0.020783185958862305
663,0.02090287208557129
664,0.020090103149414062
665,0.02126598358154297
666,0.02123117446899414
667,0.020145893096923828
668,0.021456003189086914
669,0.021074295043945312
670,0.0219879150390625
671,0.021746158599853516
672,0.021429061889648438
673,0.020637035369873047
674,0.020408153533935547
675,0.021371126174926758
676,0.022034883499145508
677,0.022304058074951172
678,0.02169489860534668
679,0.021151065826416016
680,0.02089691162109375
681,0.021226882934570312
682,0.021937131881713867
683,0.0228731632232666
684,0.020827054977416992
685,0.02229928970336914
686,0.021950960159301758
687,0.021950960159301758
688,0.022624969482421875
689,0.0222470760345459
690,0.021855831146240234
691,0.022030115127563477
692,0.023233890533447266
693,0.022393226623535156
694,0.02349686622619629
695,0.021837949752807617
696,0.023508071899414062
697,0.022856950759887695
698,0.022708892822265625
699,0.022513151168823242
700,0.023556947708129883
701,0.02317976951599121
702,0.02211785316467285
703,0.023556947708129883
704,0.024135112762451172
705,0.02414393424987793
706,0.02454090118408203
707,0.023473024368286133
708,0.02298116683959961
709,0.022941112518310547
710,0.02300882339477539
711,0.023234844207763672
712,0.0241239070892334
713,0.023293733596801758
714,0.023841142654418945
715,0.02445816993713379
716,0.02350306510925293
717,0.02550482749938965
718,0.023916959762573242
719,0.02369999885559082
720,0.02423691749572754
721,0.02449202537536621
722,0.02421402931213379
723,0.024310827255249023
724,0.02581501007080078
725,0.024921178817749023
726,0.025218963623046875
727,0.024663925170898438
728,0.024318218231201172
729,0.025011062622070312
730,0.024404287338256836
731,0.024212121963500977
732,0.025388002395629883
733,0.0254819393157959
734,0.025376081466674805
735,0.025622844696044922
736,0.02587294578552246
737,0.02567291259765625
738,0.02510809898376465
739,0.024583101272583008
740,0.026111841201782227
741,0.02598404884338379
742,0.02603626251220703
743,0.02556586265563965
744,0.026149272918701172
745,0.026856184005737305
746,0.02608013153076172
747,0.02591991424560547
748,0.025448322296142578
749,0.026343107223510742
750,0.02672719955444336
751,0.026160240173339844
752,0.02642035484313965
753,0.027453899383544922
754,0.027292251586914062
755,0.026669025421142578
756,0.027080297470092773
757,0.027552127838134766
758,0.026865005493164062
759,0.02577996253967285
760,0.027187824249267578
761,0.02788710594177246
762,0.02689814567565918
763,0.0275418758392334
764,0.026639223098754883
765,0.026016950607299805
766,0.02772235870361328
767,0.02710413932800293
768,0.02893996238708496
769,0.029492855072021484
770,0.027091026306152344
771,0.028733015060424805
772,0.028201818466186523
773,0.027883052825927734
774,0.030369043350219727
775,0.029155731201171875
776,0.028748750686645508
777,0.028721094131469727
778,0.028355836868286133
779,0.028831958770751953
780,0.028632164001464844
781,0.030153989791870117
782,0.02972698211669922
783,0.028675079345703125
784,0.028622865676879883
785,0.028961896896362305
786,0.030074119567871094
787,0.029332399368286133
788,0.031080961227416992
789,0.029455184936523438
790,0.029075145721435547
791,0.02930593490600586
792,0.029591083526611328
793,0.030867815017700195
794,0.029110193252563477
795,0.029775142669677734
796,0.030080080032348633
797,0.03049612045288086
798,0.03039693832397461
799,0.03004598617553711
800,0.03040909767150879
801,0.03131413459777832
802,0.029814958572387695
803,0.030671119689941406
804,0.031334877014160156
805,0.03037118911743164
806,0.031211137771606445
807,0.03292989730834961
808,0.03258991241455078
809,0.030426740646362305
810,0.030628204345703125
811,0.030946016311645508
812,0.03168487548828125
813,0.0300137996673584
814,0.031143903732299805
815,0.031032085418701172
816,0.03226184844970703
817,0.031139850616455078
818,0.03325390815734863
819,0.031036853790283203
820,0.032318115234375
821,0.03343486785888672
822,0.032624006271362305
823,0.03352999687194824
824,0.03179812431335449
825,0.030529022216796875
826,0.03232121467590332
827,0.03244590759277344
828,0.03396010398864746
829,0.032507896423339844
830,0.032501935958862305
831,0.032835960388183594
832,0.03458213806152344
833,0.031239032745361328
834,0.03462386131286621
835,0.03276205062866211
836,0.03332924842834473
837,0.033257246017456055
838,0.03367900848388672
839,0.033487796783447266
840,0.03406381607055664
841,0.03440999984741211
842,0.03329300880432129
843,0.034277915954589844
844,0.034806013107299805
845,0.03419804573059082
846,0.03409528732299805
847,0.03349900245666504
848,0.03404593467712402
849,0.035420894622802734
850,0.035299062728881836
851,0.034841060638427734
852,0.03404998779296875
853,0.03471207618713379
854,0.03519415855407715
855,0.034008026123046875
856,0.033402204513549805
857,0.036160945892333984
858,0.03618884086608887
859,0.03544878959655762
860,0.03376269340515137
861,0.036412954330444336
862,0.0344088077545166
863,0.03430914878845215
864,0.03577995300292969
865,0.03509402275085449
866,0.03533816337585449
867,0.03495216369628906
868,0.035867929458618164
869,0.03627800941467285
870,0.03661608695983887
871,0.03497195243835449
872,0.036679744720458984
873,0.03602409362792969
874,0.0373380184173584
875,0.034210920333862305
876,0.037164926528930664
877,0.03676605224609375
878,0.03712105751037598
879,0.037019968032836914
880,0.037470102310180664
881,0.03565216064453125
882,0.03648781776428223
883,0.03727889060974121
884,0.03830289840698242
885,0.037698984146118164
886,0.03754091262817383
887,0.0382237434387207
888,0.03712105751037598
889,0.03769707679748535
890,0.03844928741455078
891,0.03796982765197754
892,0.038604021072387695
893,0.037420034408569336
894,0.038388967514038086
895,0.03838992118835449
896,0.03750014305114746
897,0.03910088539123535
898,0.039789676666259766
899,0.03871297836303711
900,0.03857707977294922
901,0.03844308853149414
902,0.039541006088256836
903,0.04000210762023926
904,0.03985786437988281
905,0.038504838943481445
906,0.04076409339904785
907,0.038951873779296875
908,0.03901982307434082
909,0.0400691032409668
910,0.03990888595581055
911,0.040162086486816406
912,0.03978276252746582
913,0.040110111236572266
914,0.040643930435180664
915,0.03988909721374512
916,0.03996109962463379
917,0.040107011795043945
918,0.03984713554382324
919,0.039402008056640625
920,0.04093194007873535
921,0.04073596000671387
922,0.04186582565307617
923,0.04128718376159668
924,0.041223764419555664
925,0.0419919490814209
926,0.042697906494140625
927,0.04084610939025879
928,0.04106593132019043
929,0.042391061782836914
930,0.04033088684082031
931,0.041870832443237305
932,0.04158306121826172
933,0.04256892204284668
934,0.04212522506713867
935,0.04101109504699707
936,0.041124820709228516
937,0.04064297676086426
938,0.043421030044555664
939,0.04359912872314453
940,0.043569087982177734
941,0.04390692710876465
942,0.04120230674743652
943,0.04208731651306152
944,0.044219970703125
945,0.042263031005859375
946,0.0424199104309082
947,0.042162179946899414
948,0.04344892501831055
949,0.04474306106567383
950,0.043473005294799805
951,0.042256832122802734
952,0.04310488700866699
953,0.04190683364868164
954,0.04354596138000488
955,0.04405403137207031
956,0.04548931121826172
957,0.042893171310424805
958,0.04411005973815918
959,0.04294395446777344
960,0.04363203048706055
961,0.04600024223327637
962,0.04498410224914551
963,0.04487872123718262
964,0.04408121109008789
965,0.04504084587097168
966,0.044467926025390625
967,0.0467829704284668
968,0.0466609001159668
969,0.044666290283203125
970,0.045382022857666016
971,0.04350900650024414
972,0.045269012451171875
973,0.04627084732055664
974,0.046838998794555664
975,0.04577994346618652
976,0.04558682441711426
977,0.04479503631591797
978,0.04612588882446289
979,0.046005964279174805
980,0.04600119590759277
981,0.04586219787597656
982,0.04699897766113281
983,0.045274972915649414
984,0.04677295684814453
985,0.04847311973571777
986,0.0471041202545166
987,0.046105146408081055
988,0.047692060470581055
989,0.046408891677856445
990,0.04623007774353027
991,0.046401023864746094
992,0.04789400100708008
993,0.04636216163635254
994,0.047395944595336914
995,0.04883623123168945
996,0.04810214042663574
997,0.04972410202026367
998,0.04768013954162598
999,0.04750394821166992
